"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Albemarle County, VA"	"51003"	"Mar., 2013"	"2013/03"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"May, 2009"	"2009/05"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"May, 2009"	"2009/05"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Jan., 2012"	"2012/01"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Nov., 2012"	"2012/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Dec., 2012"	"2012/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Jan., 2013"	"2013/01"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Mar., 2014"	"2014/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Jun., 2014"	"2014/06"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Dec., 2014"	"2014/12"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Jan., 2015"	"2015/01"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Jan., 2015"	"2015/01"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Mar., 2017"	"2017/03"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Oct., 2017"	"2017/10"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jan., 2009"	"2009/01"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jan., 2009"	"2009/01"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Feb., 2009"	"2009/02"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Feb., 2009"	"2009/02"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Mar., 2009"	"2009/03"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Apr., 2009"	"2009/04"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"May, 2009"	"2009/05"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jun., 2009"	"2009/06"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jun., 2009"	"2009/06"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Sep., 2009"	"2009/09"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Oct., 2009"	"2009/10"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Nov., 2009"	"2009/11"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Dec., 2009"	"2009/12"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jan., 2010"	"2010/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jan., 2010"	"2010/01"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Feb., 2010"	"2010/02"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Feb., 2010"	"2010/02"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Mar., 2010"	"2010/03"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Mar., 2010"	"2010/03"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Apr., 2010"	"2010/04"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Apr., 2010"	"2010/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"May, 2010"	"2010/05"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"May, 2010"	"2010/05"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jun., 2010"	"2010/06"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
