"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Douglas County, NE"	"31055"	"Jan., 1999"	"1999/01"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 1999"	"1999/02"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Nov., 1999"	"1999/11"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 2001"	"2001/02"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 2001"	"2001/02"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Apr., 2001"	"2001/04"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jun., 2001"	"2001/06"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jun., 2001"	"2001/06"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jul., 2001"	"2001/07"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
