"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
"Total"	"Hawaii County, HI"	"15001"	"Oct., 1999"	"1999/10"			10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Jan., 2000"	"2000/01"			10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Jan., 2001"	"2001/01"			14	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Apr., 2001"	"2001/04"			10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Jun., 2001"	"2001/06"			12	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Aug., 2001"	"2001/08"			13	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Oct., 2001"	"2001/10"			13	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Apr., 2002"	"2002/04"			12	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Jun., 2002"	"2002/06"			13	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Jul., 2002"	"2002/07"			11	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Aug., 2002"	"2002/08"			11	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Oct., 2002"	"2002/10"			16	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Dec., 2002"	"2002/12"			18	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Feb., 2003"	"2003/02"			11	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Sep., 2003"	"2003/09"			10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Dec., 2003"	"2003/12"			13	Not Applicable	Not Applicable
	"Hawaii County, HI"	"15001"	"Jan., 2004"	"2004/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Jan., 2004"	"2004/01"			14	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Sep., 2004"	"2004/09"			10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Oct., 2004"	"2004/10"			10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Nov., 2004"	"2004/11"			10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Jan., 2005"	"2005/01"			11	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Mar., 2005"	"2005/03"			12	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Apr., 2005"	"2005/04"			10	Not Applicable	Not Applicable
"Total"	"Hawaii County, HI"	"15001"	"Sep., 2005"	"2005/09"			11	Not Applicable	Not Applicable
