"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alamance County, NC"	"37001"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"Feb., 2003"	"2003/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"Mar., 2005"	"2005/03"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"Feb., 2007"	"2007/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"Mar., 2007"	"2007/03"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"Feb., 2008"	"2008/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Jan., 1999"	"1999/01"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"May, 1999"	"1999/05"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
