"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Bibb County, GA"	"13021"	"Jan., 2014"	"2014/01"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Aug., 2010"	"2010/08"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Dec., 2010"	"2010/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Feb., 2011"	"2011/02"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Feb., 2013"	"2013/02"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Jan., 2014"	"2014/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"May, 2014"	"2014/05"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Dec., 2014"	"2014/12"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"May, 2017"	"2017/05"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Feb., 2012"	"2012/02"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"Apr., 2017"	"2017/04"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Clayton County, GA"	"13063"	"Feb., 2017"	"2017/02"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Jan., 2010"	"2010/01"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Jan., 2010"	"2010/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Feb., 2010"	"2010/02"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Feb., 2010"	"2010/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Mar., 2010"	"2010/03"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Mar., 2010"	"2010/03"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Apr., 2010"	"2010/04"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Apr., 2010"	"2010/04"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"May, 2010"	"2010/05"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Jul., 2010"	"2010/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Sep., 2010"	"2010/09"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Oct., 2010"	"2010/10"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Nov., 2010"	"2010/11"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Dec., 2010"	"2010/12"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Dec., 2010"	"2010/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Jan., 2011"	"2011/01"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Jan., 2011"	"2011/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Mar., 2011"	"2011/03"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"May, 2011"	"2011/05"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Jun., 2011"	"2011/06"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Sep., 2011"	"2011/09"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Oct., 2011"	"2011/10"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Oct., 2011"	"2011/10"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Nov., 2011"	"2011/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Dec., 2011"	"2011/12"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Dec., 2011"	"2011/12"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Dec., 2011"	"2011/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Jan., 2012"	"2012/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Jan., 2012"	"2012/01"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Feb., 2012"	"2012/02"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Feb., 2012"	"2012/02"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Mar., 2012"	"2012/03"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"Apr., 2012"	"2012/04"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
