"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"District of Columbia, DC"	"11001"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 1999"	"1999/01"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jan., 1999"	"1999/01"			46	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Feb., 1999"	"1999/02"			43	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Mar., 1999"	"1999/03"			43	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Apr., 1999"	"1999/04"			33	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"May, 1999"	"1999/05"			17	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jun., 1999"	"1999/06"			29	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jul., 1999"	"1999/07"			34	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Aug., 1999"	"1999/08"			20	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Sep., 1999"	"1999/09"			21	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Oct., 1999"	"1999/10"			27	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Nov., 1999"	"1999/11"			25	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Dec., 1999"	"1999/12"			35	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jan., 2000"	"2000/01"			57	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Feb., 2000"	"2000/02"			35	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Mar., 2000"	"2000/03"			28	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Apr., 2000"	"2000/04"			30	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"May, 2000"	"2000/05"			27	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jun., 2000"	"2000/06"			30	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jul., 2000"	"2000/07"			26	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Aug., 2000"	"2000/08"			23	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Sep., 2000"	"2000/09"			31	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Oct., 2000"	"2000/10"			21	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Nov., 2000"	"2000/11"			29	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Dec., 2000"	"2000/12"			27	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jan., 2001"	"2001/01"			27	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Feb., 2001"	"2001/02"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Feb., 2001"	"2001/02"			35	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Mar., 2001"	"2001/03"			27	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Apr., 2001"	"2001/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Apr., 2001"	"2001/04"			30	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"May, 2001"	"2001/05"			32	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jun., 2001"	"2001/06"			26	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jul., 2001"	"2001/07"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Jul., 2001"	"2001/07"			29	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Aug., 2001"	"2001/08"			24	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Sep., 2001"	"2001/09"			20	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Oct., 2001"	"2001/10"			21	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Nov., 2001"	"2001/11"			19	Not Applicable	Not Applicable
"Total"	"District of Columbia, DC"	"11001"	"Dec., 2001"	"2001/12"			21	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"Jan., 2002"	"2002/01"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
