"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Kent County, DE"	"10001"	"Jan., 1999"	"1999/01"	"55-64 years"	"55-64"	19	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jan., 1999"	"1999/01"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jan., 1999"	"1999/01"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jan., 1999"	"1999/01"			98	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Feb., 1999"	"1999/02"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Feb., 1999"	"1999/02"	"65-74 years"	"65-74"	31	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Feb., 1999"	"1999/02"			108	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	29	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	30	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Mar., 1999"	"1999/03"			110	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 1999"	"1999/04"	"55-64 years"	"55-64"	12	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 1999"	"1999/04"	"65-74 years"	"65-74"	19	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 1999"	"1999/04"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Apr., 1999"	"1999/04"			79	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"May, 1999"	"1999/05"	"55-64 years"	"55-64"	11	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"May, 1999"	"1999/05"	"65-74 years"	"65-74"	18	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"May, 1999"	"1999/05"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"May, 1999"	"1999/05"			71	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jun., 1999"	"1999/06"	"45-54 years"	"45-54"	10	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jun., 1999"	"1999/06"	"65-74 years"	"65-74"	18	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jun., 1999"	"1999/06"			86	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jul., 1999"	"1999/07"	"65-74 years"	"65-74"	21	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Jul., 1999"	"1999/07"			84	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Aug., 1999"	"1999/08"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Aug., 1999"	"1999/08"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Aug., 1999"	"1999/08"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Aug., 1999"	"1999/08"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"	"Aug., 1999"	"1999/08"			74	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Sep., 1999"	"1999/09"	"55-64 years"	"55-64"	10	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Sep., 1999"	"1999/09"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
