"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Arlington County, VA"	"51013"	"Mar., 2003"	"2003/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Mar., 2006"	"2006/03"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Dec., 2007"	"2007/12"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	"Feb., 2008"	"2008/02"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jan., 1999"	"1999/01"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Feb., 1999"	"1999/02"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Feb., 1999"	"1999/02"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Aug., 1999"	"1999/08"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Sep., 1999"	"1999/09"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
