"Notes"	"State"	"State Code"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Autauga County, AL"	"01001"	"Dec., 2015"	"2015/12"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Jan., 2015"	"2015/01"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Feb., 2015"	"2015/02"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Mar., 2015"	"2015/03"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Apr., 2015"	"2015/04"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"May, 2015"	"2015/05"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Jun., 2015"	"2015/06"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Jul., 2015"	"2015/07"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Oct., 2015"	"2015/10"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Baldwin County, AL"	"01003"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Blount County, AL"	"01009"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Blount County, AL"	"01009"	"Dec., 2015"	"2015/12"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Jan., 2015"	"2015/01"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Mar., 2015"	"2015/03"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"May, 2015"	"2015/05"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Jul., 2015"	"2015/07"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Calhoun County, AL"	"01015"	"Dec., 2015"	"2015/12"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Chilton County, AL"	"01021"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Feb., 2015"	"2015/02"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Nov., 2015"	"2015/11"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Colbert County, AL"	"01033"	"Dec., 2015"	"2015/12"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Jan., 2015"	"2015/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Feb., 2015"	"2015/02"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Mar., 2015"	"2015/03"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"May, 2015"	"2015/05"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Aug., 2015"	"2015/08"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Cullman County, AL"	"01043"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"Jan., 2015"	"2015/01"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"Mar., 2015"	"2015/03"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"May, 2015"	"2015/05"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"Oct., 2015"	"2015/10"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"DeKalb County, AL"	"01049"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Elmore County, AL"	"01051"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Jan., 2015"	"2015/01"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Feb., 2015"	"2015/02"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Mar., 2015"	"2015/03"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Apr., 2015"	"2015/04"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"May, 2015"	"2015/05"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Jun., 2015"	"2015/06"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Jul., 2015"	"2015/07"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Oct., 2015"	"2015/10"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Etowah County, AL"	"01055"	"Dec., 2015"	"2015/12"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Jan., 2015"	"2015/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Apr., 2015"	"2015/04"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Houston County, AL"	"01069"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Jan., 2015"	"2015/01"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Mar., 2015"	"2015/03"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jackson County, AL"	"01071"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Jan., 2015"	"2015/01"	72	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Feb., 2015"	"2015/02"	67	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Mar., 2015"	"2015/03"	78	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Apr., 2015"	"2015/04"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"May, 2015"	"2015/05"	62	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Jun., 2015"	"2015/06"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Jul., 2015"	"2015/07"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Aug., 2015"	"2015/08"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Sep., 2015"	"2015/09"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Oct., 2015"	"2015/10"	50	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Nov., 2015"	"2015/11"	53	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"Dec., 2015"	"2015/12"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Jan., 2015"	"2015/01"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Mar., 2015"	"2015/03"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Jun., 2015"	"2015/06"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"Dec., 2015"	"2015/12"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Lee County, AL"	"01081"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
