"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
"Total"	"Allegany County, MD"	"24001"	"Feb., 1999"	"1999/02"			15	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Mar., 1999"	"1999/03"			15	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Apr., 1999"	"1999/04"			12	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"May, 1999"	"1999/05"			11	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Jan., 2000"	"2000/01"			17	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Mar., 2000"	"2000/03"			13	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Jan., 2001"	"2001/01"			11	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Jun., 2001"	"2001/06"			13	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Jul., 2001"	"2001/07"			10	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Aug., 2001"	"2001/08"			10	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Nov., 2001"	"2001/11"			11	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Feb., 2002"	"2002/02"			13	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Mar., 2002"	"2002/03"			11	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Jun., 2002"	"2002/06"			10	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Mar., 2003"	"2003/03"			11	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Aug., 2003"	"2003/08"			11	Not Applicable	Not Applicable
	"Allegany County, MD"	"24001"	"Jan., 2004"	"2004/01"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Jan., 2004"	"2004/01"			20	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Feb., 2004"	"2004/02"			11	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Dec., 2004"	"2004/12"			13	Not Applicable	Not Applicable
	"Allegany County, MD"	"24001"	"Feb., 2005"	"2005/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Feb., 2005"	"2005/02"			14	Not Applicable	Not Applicable
	"Allegany County, MD"	"24001"	"Mar., 2005"	"2005/03"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Mar., 2005"	"2005/03"			20	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"May, 2005"	"2005/05"			11	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Jun., 2005"	"2005/06"			13	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Sep., 2005"	"2005/09"			11	Not Applicable	Not Applicable
"Total"	"Allegany County, MD"	"24001"	"Dec., 2005"	"2005/12"			11	Not Applicable	Not Applicable
