"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alachua County, FL"	"12001"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Dec., 2014"	"2014/12"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Jan., 2004"	"2004/01"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Apr., 2005"	"2005/04"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"May, 2007"	"2007/05"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Mar., 2010"	"2010/03"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Sep., 2010"	"2010/09"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Apr., 2013"	"2013/04"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Jun., 2013"	"2013/06"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Jun., 2013"	"2013/06"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Jun., 2014"	"2014/06"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Feb., 2015"	"2015/02"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Jul., 2016"	"2016/07"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Feb., 2017"	"2017/02"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Mar., 2017"	"2017/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Jun., 2017"	"2017/06"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Bay County, FL"	"12005"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 1999"	"1999/01"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 1999"	"1999/02"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 1999"	"1999/02"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 1999"	"1999/03"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 1999"	"1999/03"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 1999"	"1999/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 1999"	"1999/04"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 1999"	"1999/04"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 1999"	"1999/05"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 1999"	"1999/06"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 1999"	"1999/06"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 1999"	"1999/06"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jul., 1999"	"1999/07"	"75-84 years"	"75-84"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jul., 1999"	"1999/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 1999"	"1999/08"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 1999"	"1999/08"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Sep., 1999"	"1999/09"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 1999"	"1999/10"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 1999"	"1999/10"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 1999"	"1999/10"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Nov., 1999"	"1999/11"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Nov., 1999"	"1999/11"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 1999"	"1999/12"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 1999"	"1999/12"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	29	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 2000"	"2000/04"	"65-74 years"	"65-74"	20	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2000"	"2000/06"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 2000"	"2000/08"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 2000"	"2000/10"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2001"	"2001/02"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2001"	"2001/05"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2001"	"2001/05"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2001"	"2001/06"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2001"	"2001/06"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jul., 2001"	"2001/07"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 2001"	"2001/08"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 2001"	"2001/08"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Sep., 2001"	"2001/09"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Sep., 2001"	"2001/09"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 2001"	"2001/10"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 2001"	"2001/10"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Nov., 2001"	"2001/11"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2001"	"2001/12"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2001"	"2001/12"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2001"	"2001/12"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2002"	"2002/01"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2002"	"2002/01"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2002"	"2002/01"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2002"	"2002/02"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2002"	"2002/02"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2002"	"2002/02"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 2002"	"2002/03"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 2002"	"2002/03"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 2002"	"2002/04"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2002"	"2002/05"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2002"	"2002/05"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2002"	"2002/06"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2002"	"2002/06"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2002"	"2002/06"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jul., 2002"	"2002/07"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 2002"	"2002/08"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 2002"	"2002/08"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Sep., 2002"	"2002/09"	"75-84 years"	"75-84"	20	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Sep., 2002"	"2002/09"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Oct., 2002"	"2002/10"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Nov., 2002"	"2002/11"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2002"	"2002/12"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2002"	"2002/12"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Dec., 2002"	"2002/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2003"	"2003/01"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2003"	"2003/01"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jan., 2003"	"2003/01"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2003"	"2003/02"	"75-84 years"	"75-84"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Feb., 2003"	"2003/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 2003"	"2003/03"	"65-74 years"	"65-74"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Mar., 2003"	"2003/03"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 2003"	"2003/04"	"65-74 years"	"65-74"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 2003"	"2003/04"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Apr., 2003"	"2003/04"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2003"	"2003/05"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"May, 2003"	"2003/05"	"85+ years"	"85+"	22	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jun., 2003"	"2003/06"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jul., 2003"	"2003/07"	"75-84 years"	"75-84"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Jul., 2003"	"2003/07"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 2003"	"2003/08"	"75-84 years"	"75-84"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Aug., 2003"	"2003/08"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Sep., 2003"	"2003/09"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"Sep., 2003"	"2003/09"	"75-84 years"	"75-84"	17	Not Applicable	Not Applicable
