"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alachua County, FL"	"12001"	"Jan., 2000"	"2000/01"	"45-54 years"	"45-54"	17	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jan., 2000"	"2000/01"	"55-64 years"	"55-64"	13	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jan., 2000"	"2000/01"	"65-74 years"	"65-74"	30	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jan., 2000"	"2000/01"	"75-84 years"	"75-84"	48	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jan., 2000"	"2000/01"	"85+ years"	"85+"	36	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Feb., 2000"	"2000/02"	"45-54 years"	"45-54"	14	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	22	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	31	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	37	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Mar., 2000"	"2000/03"	"45-54 years"	"45-54"	10	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Mar., 2000"	"2000/03"	"55-64 years"	"55-64"	12	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	36	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	29	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Apr., 2000"	"2000/04"	"55-64 years"	"55-64"	15	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Apr., 2000"	"2000/04"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	28	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	36	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"May, 2000"	"2000/05"	"45-54 years"	"45-54"	15	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"May, 2000"	"2000/05"	"55-64 years"	"55-64"	23	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	18	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"May, 2000"	"2000/05"	"85+ years"	"85+"	33	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jun., 2000"	"2000/06"	"45-54 years"	"45-54"	10	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jun., 2000"	"2000/06"	"55-64 years"	"55-64"	15	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jun., 2000"	"2000/06"	"65-74 years"	"65-74"	21	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jul., 2000"	"2000/07"	"45-54 years"	"45-54"	11	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jul., 2000"	"2000/07"	"65-74 years"	"65-74"	16	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	35	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Aug., 2000"	"2000/08"	"45-54 years"	"45-54"	14	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Aug., 2000"	"2000/08"	"55-64 years"	"55-64"	14	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Aug., 2000"	"2000/08"	"65-74 years"	"65-74"	22	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Sep., 2000"	"2000/09"	"55-64 years"	"55-64"	13	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Sep., 2000"	"2000/09"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	31	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Oct., 2000"	"2000/10"	"55-64 years"	"55-64"	15	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Oct., 2000"	"2000/10"	"65-74 years"	"65-74"	14	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	34	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Nov., 2000"	"2000/11"	"45-54 years"	"45-54"	13	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Nov., 2000"	"2000/11"	"55-64 years"	"55-64"	15	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Nov., 2000"	"2000/11"	"65-74 years"	"65-74"	30	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	36	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	31	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Dec., 2000"	"2000/12"	"45-54 years"	"45-54"	14	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Dec., 2000"	"2000/12"	"55-64 years"	"55-64"	15	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	30	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Alachua County, FL"	"12001"	"Dec., 2000"	"2000/12"	"85+ years"	"85+"	32	Not Applicable	Not Applicable
